id,name,phone,project,income,commitments,dsrRatio,tier,maxLoanAmount
"LEAD-10398","Hafiz Rosli #398","+60180000399","Shah Alam Vista",9726,1562,18.5,"Tier 1: Pre-Approved LPPSA/Bank",702994
"LEAD-10401","Ahmad Kumar #401","+60130000402","Bangsar South Suites",9837,1619,18.9,"Tier 1: Pre-Approved LPPSA/Bank",703183
"LEAD-10404","Tan Faizal #404","+60160000405","Shah Alam Vista",9948,1676,19.4,"Tier 1: Pre-Approved LPPSA/Bank",703371
"LEAD-10407","Farhan Hassan #407","+60190000408","Bangsar South Suites",10059,1733,19.8,"Tier 1: Pre-Approved LPPSA/Bank",703560
"LEAD-10410","Jason Subramaniam #410","+60140000411","Shah Alam Vista",10170,1790,20.2,"Tier 1: Pre-Approved LPPSA/Bank",703748
"LEAD-10413","Amir Goh #413","+60170000414","Bangsar South Suites",10281,1847,20.6,"Tier 1: Pre-Approved LPPSA/Bank",703936
"LEAD-10416","Devi Hariz #416","+60120000417","Shah Alam Vista",10392,1904,21.1,"Tier 1: Pre-Approved LPPSA/Bank",704125
"LEAD-10419","Grace Wei Lun #419","+60150000420","Bangsar South Suites",10503,1961,21.5,"Tier 1: Pre-Approved LPPSA/Bank",704313
"LEAD-10422","Nurul Ibrahim #422","+60180000423","Shah Alam Vista",10614,2018,21.9,"Tier 1: Pre-Approved LPPSA/Bank",704502
"LEAD-10425","Santhi Chen #425","+60130000426","Bangsar South Suites",10725,2075,22.2,"Tier 1: Pre-Approved LPPSA/Bank",704690
"LEAD-10428","Sarah Nordin #428","+60160000429","Shah Alam Vista",10836,2132,22.6,"Tier 1: Pre-Approved LPPSA/Bank",704878
"LEAD-10431","Siti Osman #431","+60190000432","Bangsar South Suites",10947,2189,23,"Tier 1: Pre-Approved LPPSA/Bank",705067
"LEAD-10434","Syed Aini #434","+60140000435","Shah Alam Vista",11058,2246,23.3,"Tier 1: Pre-Approved LPPSA/Bank",705255
"LEAD-10437","Azman Razif #437","+60170000438","Bangsar South Suites",11169,2303,23.7,"Tier 1: Pre-Approved LPPSA/Bank",705444
"LEAD-10440","Muhammad Lee #440","+60120000441","Shah Alam Vista",11280,2360,24,"Tier 1: Pre-Approved LPPSA/Bank",705632
"LEAD-10443","Wong Zulkifli #443","+60150000444","Bangsar South Suites",11391,2417,24.4,"Tier 1: Pre-Approved LPPSA/Bank",705820
"LEAD-10446","Mohd Rosli #446","+60180000447","Shah Alam Vista",11502,2474,24.7,"Tier 1: Pre-Approved LPPSA/Bank",706009
"LEAD-10449","Kevin Kumar #449","+60130000450","Bangsar South Suites",11613,2531,25.1,"Tier 1: Pre-Approved LPPSA/Bank",706197
"LEAD-10452","Razif Faizal #452","+60160000453","Shah Alam Vista",11724,2588,25.4,"Tier 1: Pre-Approved LPPSA/Bank",706386
"LEAD-10455","Chong Hassan #455","+60190000456","Bangsar South Suites",11835,2645,25.7,"Tier 1: Pre-Approved LPPSA/Bank",706574
"LEAD-10458","Hafiz Subramaniam #458","+60140000459","Shah Alam Vista",11946,2702,26,"Tier 1: Pre-Approved LPPSA/Bank",706762
"LEAD-10461","Ahmad Goh #461","+60170000462","Bangsar South Suites",3557,2759,89.2,"Tier 4: High Risk DSR",0
"LEAD-10464","Tan Hariz #464","+60120000465","Shah Alam Vista",3668,2816,88.2,"Tier 4: High Risk DSR",0
"LEAD-10467","Farhan Wei Lun #467","+60150000468","Bangsar South Suites",3779,2873,87.4,"Tier 4: High Risk DSR",0
"LEAD-10470","Jason Ibrahim #470","+60180000471","Shah Alam Vista",3890,2930,86.6,"Tier 4: High Risk DSR",0
"LEAD-10473","Amir Chen #473","+60130000474","Bangsar South Suites",4001,2987,85.8,"Tier 4: High Risk DSR",0
"LEAD-10476","Devi Nordin #476","+60160000477","Shah Alam Vista",4112,3044,85.1,"Tier 4: High Risk DSR",0
"LEAD-10479","Grace Osman #479","+60190000480","Bangsar South Suites",4223,3101,84.4,"Tier 4: High Risk DSR",0
"LEAD-10482","Nurul Aini #482","+60140000483","Shah Alam Vista",4334,3158,83.8,"Tier 4: High Risk DSR",0
"LEAD-10485","Santhi Razif #485","+60170000486","Bangsar South Suites",4445,3215,83.1,"Tier 4: High Risk DSR",0
"LEAD-10488","Sarah Lee #488","+60120000489","Shah Alam Vista",4556,3272,82.5,"Tier 4: High Risk DSR",0
"LEAD-10491","Siti Zulkifli #491","+60150000492","Bangsar South Suites",4667,3329,82,"Tier 4: High Risk DSR",0
"LEAD-10494","Syed Rosli #494","+60180000495","Shah Alam Vista",4778,3386,81.5,"Tier 4: High Risk DSR",0
"LEAD-10497","Azman Kumar #497","+60130000498","Bangsar South Suites",4889,3443,80.9,"Tier 4: High Risk DSR",0
"LEAD-10500","Muhammad Faizal #500","+60160000501","Shah Alam Vista",5000,3500,80.5,"Tier 4: High Risk DSR",0
"LEAD-10503","Wong Hassan #503","+60190000504","Bangsar South Suites",5111,3557,80,"Tier 4: High Risk DSR",0
"LEAD-10506","Mohd Subramaniam #506","+60140000507","Shah Alam Vista",5222,3614,79.5,"Tier 4: High Risk DSR",0
"LEAD-10509","Kevin Goh #509","+60170000510","Bangsar South Suites",5333,3671,79.1,"Tier 4: High Risk DSR",0
"LEAD-10512","Razif Hariz #512","+60120000513","Shah Alam Vista",5444,3728,78.7,"Tier 4: High Risk DSR",0
"LEAD-10515","Chong Wei Lun #515","+60150000516","Bangsar South Suites",5555,3785,78.3,"Tier 4: High Risk DSR",0
"LEAD-10518","Hafiz Ibrahim #518","+60180000519","Shah Alam Vista",5666,3842,77.9,"Tier 4: High Risk DSR",0
"LEAD-10521","Ahmad Chen #521","+60130000522","Bangsar South Suites",5777,3899,77.6,"Tier 4: High Risk DSR",0
"LEAD-10524","Tan Nordin #524","+60160000525","Shah Alam Vista",5888,3956,77.2,"Tier 4: High Risk DSR",0
"LEAD-10527","Farhan Osman #527","+60190000528","Bangsar South Suites",5999,4013,76.9,"Tier 4: High Risk DSR",0
"LEAD-10530","Jason Aini #530","+60140000531","Shah Alam Vista",6110,4070,76.6,"Tier 4: High Risk DSR",0
"LEAD-10533","Amir Razif #533","+60170000534","Bangsar South Suites",6221,4127,76.3,"Tier 4: High Risk DSR",0
"LEAD-10536","Devi Lee #536","+60120000537","Shah Alam Vista",6332,4184,76,"Tier 4: High Risk DSR",0
"LEAD-10539","Grace Zulkifli #539","+60150000540","Bangsar South Suites",6443,4241,75.7,"Tier 4: High Risk DSR",0
"LEAD-10542","Nurul Rosli #542","+60180000543","Shah Alam Vista",6554,4298,75.4,"Tier 4: High Risk DSR",0
"LEAD-10545","Santhi Kumar #545","+60130000546","Bangsar South Suites",6665,4355,75.1,"Tier 4: High Risk DSR",0
"LEAD-10548","Sarah Faizal #548","+60160000549","Shah Alam Vista",6776,4412,74.8,"Tier 3: Joint Loan Needed",0
"LEAD-10551","Siti Hassan #551","+60190000552","Bangsar South Suites",6887,4469,74.6,"Tier 3: Joint Loan Needed",0
"LEAD-10554","Syed Subramaniam #554","+60140000555","Shah Alam Vista",6998,1026,16.9,"Tier 1: Pre-Approved LPPSA/Bank",525391
"LEAD-10557","Azman Goh #557","+60170000558","Bangsar South Suites",7109,1083,17.5,"Tier 1: Pre-Approved LPPSA/Bank",525580
"LEAD-10560","Muhammad Hariz #560","+60120000561","Shah Alam Vista",7220,1140,18.1,"Tier 1: Pre-Approved LPPSA/Bank",525768
"LEAD-10563","Wong Wei Lun #563","+60150000564","Bangsar South Suites",7331,1197,18.8,"Tier 1: Pre-Approved LPPSA/Bank",525956
"LEAD-10566","Mohd Ibrahim #566","+60180000567","Shah Alam Vista",7442,1254,19.4,"Tier 1: Pre-Approved LPPSA/Bank",526145
"LEAD-10569","Kevin Chen #569","+60130000570","Bangsar South Suites",7553,1311,20,"Tier 1: Pre-Approved LPPSA/Bank",526333
"LEAD-10572","Razif Nordin #572","+60160000573","Shah Alam Vista",7664,1368,20.5,"Tier 1: Pre-Approved LPPSA/Bank",526522
"LEAD-10575","Chong Osman #575","+60190000576","Bangsar South Suites",7775,1425,21.1,"Tier 1: Pre-Approved LPPSA/Bank",526710
"LEAD-10578","Hafiz Aini #578","+60140000579","Shah Alam Vista",7886,1482,21.6,"Tier 1: Pre-Approved LPPSA/Bank",526898
"LEAD-10581","Ahmad Razif #581","+60170000582","Bangsar South Suites",7997,1539,22.1,"Tier 1: Pre-Approved LPPSA/Bank",527087
"LEAD-10584","Tan Lee #584","+60120000585","Shah Alam Vista",8108,1596,22.6,"Tier 1: Pre-Approved LPPSA/Bank",527275
"LEAD-10587","Farhan Zulkifli #587","+60150000588","Bangsar South Suites",8219,1653,23.1,"Tier 1: Pre-Approved LPPSA/Bank",527464
"LEAD-10590","Jason Rosli #590","+60180000591","Shah Alam Vista",8330,1710,23.6,"Tier 1: Pre-Approved LPPSA/Bank",527652
"LEAD-10593","Amir Kumar #593","+60130000594","Bangsar South Suites",8441,1767,24.1,"Tier 1: Pre-Approved LPPSA/Bank",527840
"LEAD-10596","Devi Faizal #596","+60160000597","Shah Alam Vista",8552,1824,24.5,"Tier 1: Pre-Approved LPPSA/Bank",528029
"LEAD-10599","Grace Hassan #599","+60190000600","Bangsar South Suites",8663,1881,25,"Tier 1: Pre-Approved LPPSA/Bank",528217
"LEAD-10602","Nurul Subramaniam #602","+60140000603","Shah Alam Vista",8774,1938,25.4,"Tier 1: Pre-Approved LPPSA/Bank",528406
"LEAD-10605","Santhi Goh #605","+60170000606","Bangsar South Suites",8885,1995,25.8,"Tier 1: Pre-Approved LPPSA/Bank",528594
"LEAD-10608","Sarah Hariz #608","+60120000609","Shah Alam Vista",8996,2052,26.2,"Tier 1: Pre-Approved LPPSA/Bank",528782
"LEAD-10611","Siti Wei Lun #611","+60150000612","Bangsar South Suites",9107,2109,26.6,"Tier 1: Pre-Approved LPPSA/Bank",528971
"LEAD-10614","Syed Ibrahim #614","+60180000615","Shah Alam Vista",9218,2166,27,"Tier 1: Pre-Approved LPPSA/Bank",529159
"LEAD-10617","Azman Chen #617","+60130000618","Bangsar South Suites",9329,2223,27.4,"Tier 1: Pre-Approved LPPSA/Bank",529348
