id,name,phone,project,income,commitments,dsrRatio,tier,maxLoanAmount
"LEAD-10109","Kevin Goh #109","+60170000110","Subang Parksuites",7533,3071,46.9,"Tier 2: Qualified Bank Loan",172245
"LEAD-10112","Razif Hariz #112","+60120000113","Mont Kiara Pavilion",7644,3128,47,"Tier 2: Qualified Bank Loan",172434
"LEAD-10115","Chong Wei Lun #115","+60150000116","Subang Parksuites",7755,3185,47.2,"Tier 2: Qualified Bank Loan",172622
"LEAD-10118","Hafiz Ibrahim #118","+60180000119","Mont Kiara Pavilion",7866,3242,47.4,"Tier 2: Qualified Bank Loan",172810
"LEAD-10121","Ahmad Chen #121","+60130000122","Subang Parksuites",7977,3299,47.5,"Tier 2: Qualified Bank Loan",172999
"LEAD-10124","Tan Nordin #124","+60160000125","Mont Kiara Pavilion",8088,3356,47.7,"Tier 2: Qualified Bank Loan",173187
"LEAD-10127","Farhan Osman #127","+60190000128","Subang Parksuites",8199,3413,47.8,"Tier 2: Qualified Bank Loan",173376
"LEAD-10130","Jason Aini #130","+60140000131","Mont Kiara Pavilion",8310,3470,48,"Tier 2: Qualified Bank Loan",173564
"LEAD-10133","Amir Razif #133","+60170000134","Subang Parksuites",8421,3527,48.1,"Tier 2: Qualified Bank Loan",173752
"LEAD-10136","Devi Lee #136","+60120000137","Mont Kiara Pavilion",8532,3584,48.3,"Tier 2: Qualified Bank Loan",173941
"LEAD-10139","Grace Zulkifli #139","+60150000140","Subang Parksuites",8643,3641,48.4,"Tier 2: Qualified Bank Loan",174129
"LEAD-10142","Nurul Rosli #142","+60180000143","Mont Kiara Pavilion",8754,3698,48.6,"Tier 2: Qualified Bank Loan",174318
"LEAD-10145","Santhi Kumar #145","+60130000146","Subang Parksuites",8865,3755,48.7,"Tier 2: Qualified Bank Loan",174506
"LEAD-10148","Sarah Faizal #148","+60160000149","Mont Kiara Pavilion",8976,3812,48.8,"Tier 2: Qualified Bank Loan",174694
"LEAD-10151","Siti Hassan #151","+60190000152","Subang Parksuites",9087,3869,48.9,"Tier 2: Qualified Bank Loan",174883
"LEAD-10154","Syed Subramaniam #154","+60140000155","Mont Kiara Pavilion",9198,3926,49.1,"Tier 2: Qualified Bank Loan",175071
"LEAD-10157","Azman Goh #157","+60170000158","Subang Parksuites",9309,3983,49.2,"Tier 2: Qualified Bank Loan",175260
"LEAD-10160","Muhammad Hariz #160","+60120000161","Mont Kiara Pavilion",9420,4040,49.3,"Tier 2: Qualified Bank Loan",175448
"LEAD-10163","Wong Wei Lun #163","+60150000164","Subang Parksuites",9531,4097,49.4,"Tier 2: Qualified Bank Loan",175636
"LEAD-10166","Mohd Ibrahim #166","+60180000167","Mont Kiara Pavilion",9642,4154,49.5,"Tier 2: Qualified Bank Loan",175825
"LEAD-10169","Kevin Chen #169","+60130000170","Subang Parksuites",9753,4211,49.6,"Tier 2: Qualified Bank Loan",176013
"LEAD-10172","Razif Nordin #172","+60160000173","Mont Kiara Pavilion",9864,4268,49.7,"Tier 2: Qualified Bank Loan",176202
"LEAD-10175","Chong Osman #175","+60190000176","Subang Parksuites",9975,4325,49.8,"Tier 2: Qualified Bank Loan",176390
"LEAD-10178","Hafiz Aini #178","+60140000179","Mont Kiara Pavilion",10086,4382,49.9,"Tier 2: Qualified Bank Loan",176578
"LEAD-10181","Ahmad Razif #181","+60170000182","Subang Parksuites",10197,4439,50,"Tier 2: Qualified Bank Loan",176767
"LEAD-10184","Tan Lee #184","+60120000185","Mont Kiara Pavilion",10308,4496,50.1,"Tier 2: Qualified Bank Loan",176955
"LEAD-10187","Farhan Zulkifli #187","+60150000188","Subang Parksuites",10419,1053,11.6,"Tier 1: Pre-Approved LPPSA/Bank",877144
"LEAD-10190","Jason Rosli #190","+60180000191","Mont Kiara Pavilion",10530,1110,12.1,"Tier 1: Pre-Approved LPPSA/Bank",877332
"LEAD-10193","Amir Kumar #193","+60130000194","Subang Parksuites",10641,1167,12.6,"Tier 1: Pre-Approved LPPSA/Bank",877520
"LEAD-10196","Devi Faizal #196","+60160000197","Mont Kiara Pavilion",10752,1224,13.1,"Tier 1: Pre-Approved LPPSA/Bank",877709
"LEAD-10199","Grace Hassan #199","+60190000200","Subang Parksuites",10863,1281,13.6,"Tier 1: Pre-Approved LPPSA/Bank",877897
"LEAD-10202","Nurul Subramaniam #202","+60140000203","Mont Kiara Pavilion",10974,1338,14,"Tier 1: Pre-Approved LPPSA/Bank",878086
"LEAD-10205","Santhi Goh #205","+60170000206","Subang Parksuites",11085,1395,14.5,"Tier 1: Pre-Approved LPPSA/Bank",878274
"LEAD-10208","Sarah Hariz #208","+60120000209","Mont Kiara Pavilion",11196,1452,14.9,"Tier 1: Pre-Approved LPPSA/Bank",878462
"LEAD-10211","Siti Wei Lun #211","+60150000212","Subang Parksuites",11307,1509,15.3,"Tier 1: Pre-Approved LPPSA/Bank",878651
"LEAD-10214","Syed Ibrahim #214","+60180000215","Mont Kiara Pavilion",11418,1566,15.8,"Tier 1: Pre-Approved LPPSA/Bank",878839
"LEAD-10217","Azman Chen #217","+60130000218","Subang Parksuites",11529,1623,16.2,"Tier 1: Pre-Approved LPPSA/Bank",879028
"LEAD-10220","Muhammad Nordin #220","+60160000221","Mont Kiara Pavilion",11640,1680,16.6,"Tier 1: Pre-Approved LPPSA/Bank",879216
"LEAD-10223","Wong Osman #223","+60190000224","Subang Parksuites",11751,1737,17,"Tier 1: Pre-Approved LPPSA/Bank",879404
"LEAD-10226","Mohd Aini #226","+60140000227","Mont Kiara Pavilion",11862,1794,17.4,"Tier 1: Pre-Approved LPPSA/Bank",879593
"LEAD-10229","Kevin Razif #229","+60170000230","Subang Parksuites",11973,1851,17.8,"Tier 1: Pre-Approved LPPSA/Bank",879781
"LEAD-10232","Razif Lee #232","+60120000233","Mont Kiara Pavilion",3584,1908,61.2,"Tier 3: Joint Loan Needed",0
"LEAD-10235","Chong Zulkifli #235","+60150000236","Subang Parksuites",3695,1965,61.1,"Tier 3: Joint Loan Needed",0
"LEAD-10238","Hafiz Rosli #238","+60180000239","Mont Kiara Pavilion",3806,2022,61.1,"Tier 3: Joint Loan Needed",0
"LEAD-10241","Ahmad Kumar #241","+60130000242","Subang Parksuites",3917,2079,61,"Tier 3: Joint Loan Needed",0
"LEAD-10244","Tan Faizal #244","+60160000245","Mont Kiara Pavilion",4028,2136,61,"Tier 3: Joint Loan Needed",0
"LEAD-10247","Farhan Hassan #247","+60190000248","Subang Parksuites",4139,2193,60.9,"Tier 3: Joint Loan Needed",0
"LEAD-10250","Jason Subramaniam #250","+60140000251","Mont Kiara Pavilion",4250,2250,60.9,"Tier 3: Joint Loan Needed",0
"LEAD-10253","Amir Goh #253","+60170000254","Subang Parksuites",4361,2307,60.8,"Tier 3: Joint Loan Needed",0
"LEAD-10256","Devi Hariz #256","+60120000257","Mont Kiara Pavilion",4472,2364,60.8,"Tier 3: Joint Loan Needed",0
"LEAD-10259","Grace Wei Lun #259","+60150000260","Subang Parksuites",4583,2421,60.7,"Tier 3: Joint Loan Needed",0
"LEAD-10262","Nurul Ibrahim #262","+60180000263","Mont Kiara Pavilion",4694,2478,60.7,"Tier 3: Joint Loan Needed",0
"LEAD-10265","Santhi Chen #265","+60130000266","Subang Parksuites",4805,2535,60.6,"Tier 3: Joint Loan Needed",0
"LEAD-10268","Sarah Nordin #268","+60160000269","Mont Kiara Pavilion",4916,2592,60.6,"Tier 3: Joint Loan Needed",0
"LEAD-10271","Siti Osman #271","+60190000272","Subang Parksuites",5027,2649,60.6,"Tier 3: Joint Loan Needed",0
"LEAD-10274","Syed Aini #274","+60140000275","Mont Kiara Pavilion",5138,2706,60.5,"Tier 3: Joint Loan Needed",0
"LEAD-10277","Azman Razif #277","+60170000278","Subang Parksuites",5249,2763,60.5,"Tier 3: Joint Loan Needed",0
"LEAD-10280","Muhammad Lee #280","+60120000281","Mont Kiara Pavilion",5360,2820,60.5,"Tier 3: Joint Loan Needed",0
"LEAD-10283","Wong Zulkifli #283","+60150000284","Subang Parksuites",5471,2877,60.4,"Tier 3: Joint Loan Needed",0
"LEAD-10286","Mohd Rosli #286","+60180000287","Mont Kiara Pavilion",5582,2934,60.4,"Tier 3: Joint Loan Needed",0
"LEAD-10289","Kevin Kumar #289","+60130000290","Subang Parksuites",5693,2991,60.4,"Tier 3: Joint Loan Needed",0
"LEAD-10292","Razif Faizal #292","+60160000293","Mont Kiara Pavilion",5804,3048,60.4,"Tier 3: Joint Loan Needed",0
"LEAD-10295","Chong Hassan #295","+60190000296","Subang Parksuites",5915,3105,60.3,"Tier 3: Joint Loan Needed",0
"LEAD-10298","Hafiz Subramaniam #298","+60140000299","Mont Kiara Pavilion",6026,3162,60.3,"Tier 3: Joint Loan Needed",0
"LEAD-10301","Ahmad Goh #301","+60170000302","Subang Parksuites",6137,3219,60.3,"Tier 3: Joint Loan Needed",0
"LEAD-10304","Tan Hariz #304","+60120000305","Mont Kiara Pavilion",6248,3276,60.3,"Tier 3: Joint Loan Needed",0
"LEAD-10307","Farhan Wei Lun #307","+60150000308","Subang Parksuites",6359,3333,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10310","Jason Ibrahim #310","+60180000311","Mont Kiara Pavilion",6470,3390,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10313","Amir Chen #313","+60130000314","Subang Parksuites",6581,3447,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10316","Devi Nordin #316","+60160000317","Mont Kiara Pavilion",6692,3504,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10319","Grace Osman #319","+60190000320","Subang Parksuites",6803,3561,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10322","Nurul Aini #322","+60140000323","Mont Kiara Pavilion",6914,3618,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10325","Santhi Razif #325","+60170000326","Subang Parksuites",7025,3675,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10328","Sarah Lee #328","+60120000329","Mont Kiara Pavilion",7136,3732,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10331","Siti Zulkifli #331","+60150000332","Subang Parksuites",7247,3789,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10334","Syed Rosli #334","+60180000335","Mont Kiara Pavilion",7358,3846,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10337","Azman Kumar #337","+60130000338","Subang Parksuites",7469,3903,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10340","Muhammad Faizal #340","+60160000341","Mont Kiara Pavilion",7580,3960,60,"Tier 3: Joint Loan Needed",0
"LEAD-10343","Wong Hassan #343","+60190000344","Subang Parksuites",7691,4017,60,"Tier 3: Joint Loan Needed",0
"LEAD-10346","Mohd Subramaniam #346","+60140000347","Mont Kiara Pavilion",7802,4074,60,"Tier 3: Joint Loan Needed",0
"LEAD-10349","Kevin Goh #349","+60170000350","Subang Parksuites",7913,4131,60,"Tier 3: Joint Loan Needed",0
"LEAD-10352","Razif Hariz #352","+60120000353","Mont Kiara Pavilion",8024,4188,60,"Tier 2: Qualified Bank Loan",106
"LEAD-10355","Chong Wei Lun #355","+60150000356","Subang Parksuites",8135,4245,60,"Tier 2: Qualified Bank Loan",294
"LEAD-10358","Hafiz Ibrahim #358","+60180000359","Mont Kiara Pavilion",8246,4302,60,"Tier 2: Qualified Bank Loan",482
"LEAD-10361","Ahmad Chen #361","+60130000362","Subang Parksuites",8357,4359,60,"Tier 2: Qualified Bank Loan",671
"LEAD-10364","Tan Nordin #364","+60160000365","Mont Kiara Pavilion",8468,4416,59.9,"Tier 2: Qualified Bank Loan",859
"LEAD-10367","Farhan Osman #367","+60190000368","Subang Parksuites",8579,4473,59.9,"Tier 2: Qualified Bank Loan",1048
"LEAD-10370","Jason Aini #370","+60140000371","Mont Kiara Pavilion",8690,1030,13.6,"Tier 1: Pre-Approved LPPSA/Bank",701236
"LEAD-10373","Amir Razif #373","+60170000374","Subang Parksuites",8801,1087,14.2,"Tier 1: Pre-Approved LPPSA/Bank",701424
"LEAD-10376","Devi Lee #376","+60120000377","Mont Kiara Pavilion",8912,1144,14.8,"Tier 1: Pre-Approved LPPSA/Bank",701613
"LEAD-10379","Grace Zulkifli #379","+60150000380","Subang Parksuites",9023,1201,15.3,"Tier 1: Pre-Approved LPPSA/Bank",701801
"LEAD-10382","Nurul Rosli #382","+60180000383","Mont Kiara Pavilion",9134,1258,15.8,"Tier 1: Pre-Approved LPPSA/Bank",701990
"LEAD-10385","Santhi Kumar #385","+60130000386","Subang Parksuites",9245,1315,16.3,"Tier 1: Pre-Approved LPPSA/Bank",702178
"LEAD-10388","Sarah Faizal #388","+60160000389","Mont Kiara Pavilion",9356,1372,16.9,"Tier 1: Pre-Approved LPPSA/Bank",702366
"LEAD-10391","Siti Hassan #391","+60190000392","Subang Parksuites",9467,1429,17.4,"Tier 1: Pre-Approved LPPSA/Bank",702555
"LEAD-10394","Syed Subramaniam #394","+60140000395","Mont Kiara Pavilion",9578,1486,17.8,"Tier 1: Pre-Approved LPPSA/Bank",702743
"LEAD-10397","Azman Goh #397","+60170000398","Subang Parksuites",9689,1543,18.3,"Tier 1: Pre-Approved LPPSA/Bank",702932
"LEAD-10400","Muhammad Hariz #400","+60120000401","Mont Kiara Pavilion",9800,1600,18.8,"Tier 1: Pre-Approved LPPSA/Bank",703120
"LEAD-10403","Wong Wei Lun #403","+60150000404","Subang Parksuites",9911,1657,19.2,"Tier 1: Pre-Approved LPPSA/Bank",703308
"LEAD-10406","Mohd Ibrahim #406","+60180000407","Mont Kiara Pavilion",10022,1714,19.7,"Tier 1: Pre-Approved LPPSA/Bank",703497
"LEAD-10409","Kevin Chen #409","+60130000410","Subang Parksuites",10133,1771,20.1,"Tier 1: Pre-Approved LPPSA/Bank",703685
"LEAD-10412","Razif Nordin #412","+60160000413","Mont Kiara Pavilion",10244,1828,20.5,"Tier 1: Pre-Approved LPPSA/Bank",703874
"LEAD-10415","Chong Osman #415","+60190000416","Subang Parksuites",10355,1885,20.9,"Tier 1: Pre-Approved LPPSA/Bank",704062
"LEAD-10418","Hafiz Aini #418","+60140000419","Mont Kiara Pavilion",10466,1942,21.3,"Tier 1: Pre-Approved LPPSA/Bank",704250
"LEAD-10421","Ahmad Razif #421","+60170000422","Subang Parksuites",10577,1999,21.7,"Tier 1: Pre-Approved LPPSA/Bank",704439
"LEAD-10424","Tan Lee #424","+60120000425","Mont Kiara Pavilion",10688,2056,22.1,"Tier 1: Pre-Approved LPPSA/Bank",704627
"LEAD-10427","Farhan Zulkifli #427","+60150000428","Subang Parksuites",10799,2113,22.5,"Tier 1: Pre-Approved LPPSA/Bank",704816
"LEAD-10430","Jason Rosli #430","+60180000431","Mont Kiara Pavilion",10910,2170,22.9,"Tier 1: Pre-Approved LPPSA/Bank",705004
"LEAD-10433","Amir Kumar #433","+60130000434","Subang Parksuites",11021,2227,23.2,"Tier 1: Pre-Approved LPPSA/Bank",705192
"LEAD-10436","Devi Faizal #436","+60160000437","Mont Kiara Pavilion",11132,2284,23.6,"Tier 1: Pre-Approved LPPSA/Bank",705381
"LEAD-10439","Grace Hassan #439","+60190000440","Subang Parksuites",11243,2341,23.9,"Tier 1: Pre-Approved LPPSA/Bank",705569
"LEAD-10442","Nurul Subramaniam #442","+60140000443","Mont Kiara Pavilion",11354,2398,24.3,"Tier 1: Pre-Approved LPPSA/Bank",705758
"LEAD-10445","Santhi Goh #445","+60170000446","Subang Parksuites",11465,2455,24.6,"Tier 1: Pre-Approved LPPSA/Bank",705946
"LEAD-10448","Sarah Hariz #448","+60120000449","Mont Kiara Pavilion",11576,2512,24.9,"Tier 1: Pre-Approved LPPSA/Bank",706134
"LEAD-10451","Siti Wei Lun #451","+60150000452","Subang Parksuites",11687,2569,25.3,"Tier 1: Pre-Approved LPPSA/Bank",706323
"LEAD-10454","Syed Ibrahim #454","+60180000455","Mont Kiara Pavilion",11798,2626,25.6,"Tier 1: Pre-Approved LPPSA/Bank",706511
"LEAD-10457","Azman Chen #457","+60130000458","Subang Parksuites",11909,2683,25.9,"Tier 1: Pre-Approved LPPSA/Bank",706700
"LEAD-10460","Muhammad Nordin #460","+60160000461","Mont Kiara Pavilion",3520,2740,89.5,"Tier 4: High Risk DSR",0
"LEAD-10463","Wong Osman #463","+60190000464","Subang Parksuites",3631,2797,88.5,"Tier 4: High Risk DSR",0
"LEAD-10466","Mohd Aini #466","+60140000467","Mont Kiara Pavilion",3742,2854,87.7,"Tier 4: High Risk DSR",0
"LEAD-10469","Kevin Razif #469","+60170000470","Subang Parksuites",3853,2911,86.8,"Tier 4: High Risk DSR",0
"LEAD-10472","Razif Lee #472","+60120000473","Mont Kiara Pavilion",3964,2968,86.1,"Tier 4: High Risk DSR",0
"LEAD-10475","Chong Zulkifli #475","+60150000476","Subang Parksuites",4075,3025,85.3,"Tier 4: High Risk DSR",0
"LEAD-10478","Hafiz Rosli #478","+60180000479","Mont Kiara Pavilion",4186,3082,84.6,"Tier 4: High Risk DSR",0
"LEAD-10481","Ahmad Kumar #481","+60130000482","Subang Parksuites",4297,3139,84,"Tier 4: High Risk DSR",0
"LEAD-10484","Tan Faizal #484","+60160000485","Mont Kiara Pavilion",4408,3196,83.3,"Tier 4: High Risk DSR",0
"LEAD-10487","Farhan Hassan #487","+60190000488","Subang Parksuites",4519,3253,82.7,"Tier 4: High Risk DSR",0
"LEAD-10490","Jason Subramaniam #490","+60140000491","Mont Kiara Pavilion",4630,3310,82.2,"Tier 4: High Risk DSR",0
"LEAD-10493","Amir Goh #493","+60170000494","Subang Parksuites",4741,3367,81.6,"Tier 4: High Risk DSR",0
"LEAD-10496","Devi Hariz #496","+60120000497","Mont Kiara Pavilion",4852,3424,81.1,"Tier 4: High Risk DSR",0
"LEAD-10499","Grace Wei Lun #499","+60150000500","Subang Parksuites",4963,3481,80.6,"Tier 4: High Risk DSR",0
"LEAD-10502","Nurul Ibrahim #502","+60180000503","Mont Kiara Pavilion",5074,3538,80.1,"Tier 4: High Risk DSR",0
"LEAD-10505","Santhi Chen #505","+60130000506","Subang Parksuites",5185,3595,79.7,"Tier 4: High Risk DSR",0
"LEAD-10508","Sarah Nordin #508","+60160000509","Mont Kiara Pavilion",5296,3652,79.3,"Tier 4: High Risk DSR",0
"LEAD-10511","Siti Osman #511","+60190000512","Subang Parksuites",5407,3709,78.8,"Tier 4: High Risk DSR",0
"LEAD-10514","Syed Aini #514","+60140000515","Mont Kiara Pavilion",5518,3766,78.4,"Tier 4: High Risk DSR",0
"LEAD-10517","Azman Razif #517","+60170000518","Subang Parksuites",5629,3823,78.1,"Tier 4: High Risk DSR",0
"LEAD-10520","Muhammad Lee #520","+60120000521","Mont Kiara Pavilion",5740,3880,77.7,"Tier 4: High Risk DSR",0
"LEAD-10523","Wong Zulkifli #523","+60150000524","Subang Parksuites",5851,3937,77.3,"Tier 4: High Risk DSR",0
"LEAD-10526","Mohd Rosli #526","+60180000527","Mont Kiara Pavilion",5962,3994,77,"Tier 4: High Risk DSR",0
"LEAD-10529","Kevin Kumar #529","+60130000530","Subang Parksuites",6073,4051,76.7,"Tier 4: High Risk DSR",0
"LEAD-10532","Razif Faizal #532","+60160000533","Mont Kiara Pavilion",6184,4108,76.4,"Tier 4: High Risk DSR",0
"LEAD-10535","Chong Hassan #535","+60190000536","Subang Parksuites",6295,4165,76.1,"Tier 4: High Risk DSR",0
"LEAD-10538","Hafiz Subramaniam #538","+60140000539","Mont Kiara Pavilion",6406,4222,75.8,"Tier 4: High Risk DSR",0
"LEAD-10541","Ahmad Goh #541","+60170000542","Subang Parksuites",6517,4279,75.5,"Tier 4: High Risk DSR",0
"LEAD-10544","Tan Hariz #544","+60120000545","Mont Kiara Pavilion",6628,4336,75.2,"Tier 4: High Risk DSR",0
"LEAD-10547","Farhan Wei Lun #547","+60150000548","Subang Parksuites",6739,4393,74.9,"Tier 3: Joint Loan Needed",0
"LEAD-10550","Jason Ibrahim #550","+60180000551","Mont Kiara Pavilion",6850,4450,74.7,"Tier 3: Joint Loan Needed",0
"LEAD-10553","Amir Chen #553","+60130000554","Subang Parksuites",6961,1007,16.6,"Tier 1: Pre-Approved LPPSA/Bank",525328
"LEAD-10556","Devi Nordin #556","+60160000557","Mont Kiara Pavilion",7072,1064,17.3,"Tier 1: Pre-Approved LPPSA/Bank",525517
"LEAD-10559","Grace Osman #559","+60190000560","Subang Parksuites",7183,1121,17.9,"Tier 1: Pre-Approved LPPSA/Bank",525705
"LEAD-10562","Nurul Aini #562","+60140000563","Mont Kiara Pavilion",7294,1178,18.6,"Tier 1: Pre-Approved LPPSA/Bank",525894
"LEAD-10565","Santhi Razif #565","+60170000566","Subang Parksuites",7405,1235,19.2,"Tier 1: Pre-Approved LPPSA/Bank",526082
"LEAD-10568","Sarah Lee #568","+60120000569","Mont Kiara Pavilion",7516,1292,19.8,"Tier 1: Pre-Approved LPPSA/Bank",526270
"LEAD-10571","Siti Zulkifli #571","+60150000572","Subang Parksuites",7627,1349,20.3,"Tier 1: Pre-Approved LPPSA/Bank",526459
"LEAD-10574","Syed Rosli #574","+60180000575","Mont Kiara Pavilion",7738,1406,20.9,"Tier 1: Pre-Approved LPPSA/Bank",526647
"LEAD-10577","Azman Kumar #577","+60130000578","Subang Parksuites",7849,1463,21.4,"Tier 1: Pre-Approved LPPSA/Bank",526836
"LEAD-10580","Muhammad Faizal #580","+60160000581","Mont Kiara Pavilion",7960,1520,21.9,"Tier 1: Pre-Approved LPPSA/Bank",527024
"LEAD-10583","Wong Hassan #583","+60190000584","Subang Parksuites",8071,1577,22.5,"Tier 1: Pre-Approved LPPSA/Bank",527212
"LEAD-10586","Mohd Subramaniam #586","+60140000587","Mont Kiara Pavilion",8182,1634,23,"Tier 1: Pre-Approved LPPSA/Bank",527401
"LEAD-10589","Kevin Goh #589","+60170000590","Subang Parksuites",8293,1691,23.4,"Tier 1: Pre-Approved LPPSA/Bank",527589
"LEAD-10592","Razif Hariz #592","+60120000593","Mont Kiara Pavilion",8404,1748,23.9,"Tier 1: Pre-Approved LPPSA/Bank",527778
"LEAD-10595","Chong Wei Lun #595","+60150000596","Subang Parksuites",8515,1805,24.4,"Tier 1: Pre-Approved LPPSA/Bank",527966
"LEAD-10598","Hafiz Ibrahim #598","+60180000599","Mont Kiara Pavilion",8626,1862,24.8,"Tier 1: Pre-Approved LPPSA/Bank",528154
"LEAD-10601","Ahmad Chen #601","+60130000602","Subang Parksuites",8737,1919,25.2,"Tier 1: Pre-Approved LPPSA/Bank",528343
"LEAD-10604","Tan Nordin #604","+60160000605","Mont Kiara Pavilion",8848,1976,25.7,"Tier 1: Pre-Approved LPPSA/Bank",528531
"LEAD-10607","Farhan Osman #607","+60190000608","Subang Parksuites",8959,2033,26.1,"Tier 1: Pre-Approved LPPSA/Bank",528720
