id,name,phone,project,income,commitments,dsrRatio,tier,maxLoanAmount
"LEAD-10060","Muhammad Nordin #60","+60160000061","SkyResidence Subang",5720,2140,43,"Tier 2: Qualified Bank Loan",169168
"LEAD-10063","Wong Osman #63","+60190000064","Damansara Heights Residence",5831,2197,43.3,"Tier 2: Qualified Bank Loan",169356
"LEAD-10066","Mohd Aini #66","+60140000067","SkyResidence Subang",5942,2254,43.6,"Tier 2: Qualified Bank Loan",169545
"LEAD-10069","Kevin Razif #69","+60170000070","Damansara Heights Residence",6053,2311,43.9,"Tier 2: Qualified Bank Loan",169733
"LEAD-10072","Razif Lee #72","+60120000073","SkyResidence Subang",6164,2368,44.2,"Tier 2: Qualified Bank Loan",169922
"LEAD-10075","Chong Zulkifli #75","+60150000076","Damansara Heights Residence",6275,2425,44.4,"Tier 2: Qualified Bank Loan",170110
"LEAD-10078","Hafiz Rosli #78","+60180000079","SkyResidence Subang",6386,2482,44.7,"Tier 2: Qualified Bank Loan",170298
"LEAD-10081","Ahmad Kumar #81","+60130000082","Damansara Heights Residence",6497,2539,44.9,"Tier 2: Qualified Bank Loan",170487
"LEAD-10084","Tan Faizal #84","+60160000085","SkyResidence Subang",6608,2596,45.2,"Tier 2: Qualified Bank Loan",170675
"LEAD-10087","Farhan Hassan #87","+60190000088","Damansara Heights Residence",6719,2653,45.4,"Tier 2: Qualified Bank Loan",170864
"LEAD-10090","Jason Subramaniam #90","+60140000091","SkyResidence Subang",6830,2710,45.6,"Tier 2: Qualified Bank Loan",171052
"LEAD-10093","Amir Goh #93","+60170000094","Damansara Heights Residence",6941,2767,45.8,"Tier 2: Qualified Bank Loan",171240
"LEAD-10096","Devi Hariz #96","+60120000097","SkyResidence Subang",7052,2824,46,"Tier 2: Qualified Bank Loan",171429
"LEAD-10099","Grace Wei Lun #99","+60150000100","Damansara Heights Residence",7163,2881,46.2,"Tier 2: Qualified Bank Loan",171617
"LEAD-10102","Nurul Ibrahim #102","+60180000103","SkyResidence Subang",7274,2938,46.4,"Tier 2: Qualified Bank Loan",171806
"LEAD-10105","Santhi Chen #105","+60130000106","Damansara Heights Residence",7385,2995,46.6,"Tier 2: Qualified Bank Loan",171994
"LEAD-10108","Sarah Nordin #108","+60160000109","SkyResidence Subang",7496,3052,46.8,"Tier 2: Qualified Bank Loan",172182
"LEAD-10111","Siti Osman #111","+60190000112","Damansara Heights Residence",7607,3109,47,"Tier 2: Qualified Bank Loan",172371
"LEAD-10114","Syed Aini #114","+60140000115","SkyResidence Subang",7718,3166,47.2,"Tier 2: Qualified Bank Loan",172559
"LEAD-10117","Azman Razif #117","+60170000118","Damansara Heights Residence",7829,3223,47.3,"Tier 2: Qualified Bank Loan",172748
"LEAD-10120","Muhammad Lee #120","+60120000121","SkyResidence Subang",7940,3280,47.5,"Tier 2: Qualified Bank Loan",172936
"LEAD-10123","Wong Zulkifli #123","+60150000124","Damansara Heights Residence",8051,3337,47.6,"Tier 2: Qualified Bank Loan",173124
"LEAD-10126","Mohd Rosli #126","+60180000127","SkyResidence Subang",8162,3394,47.8,"Tier 2: Qualified Bank Loan",173313
"LEAD-10129","Kevin Kumar #129","+60130000130","Damansara Heights Residence",8273,3451,47.9,"Tier 2: Qualified Bank Loan",173501
"LEAD-10132","Razif Faizal #132","+60160000133","SkyResidence Subang",8384,3508,48.1,"Tier 2: Qualified Bank Loan",173690
"LEAD-10135","Chong Hassan #135","+60190000136","Damansara Heights Residence",8495,3565,48.2,"Tier 2: Qualified Bank Loan",173878
"LEAD-10138","Hafiz Subramaniam #138","+60140000139","SkyResidence Subang",8606,3622,48.4,"Tier 2: Qualified Bank Loan",174066
"LEAD-10141","Ahmad Goh #141","+60170000142","Damansara Heights Residence",8717,3679,48.5,"Tier 2: Qualified Bank Loan",174255
"LEAD-10144","Tan Hariz #144","+60120000145","SkyResidence Subang",8828,3736,48.6,"Tier 2: Qualified Bank Loan",174443
"LEAD-10147","Farhan Wei Lun #147","+60150000148","Damansara Heights Residence",8939,3793,48.8,"Tier 2: Qualified Bank Loan",174632
"LEAD-10150","Jason Ibrahim #150","+60180000151","SkyResidence Subang",9050,3850,48.9,"Tier 2: Qualified Bank Loan",174820
"LEAD-10153","Amir Chen #153","+60130000154","Damansara Heights Residence",9161,3907,49,"Tier 2: Qualified Bank Loan",175008
"LEAD-10156","Devi Nordin #156","+60160000157","SkyResidence Subang",9272,3964,49.1,"Tier 2: Qualified Bank Loan",175197
"LEAD-10159","Grace Osman #159","+60190000160","Damansara Heights Residence",9383,4021,49.3,"Tier 2: Qualified Bank Loan",175385
"LEAD-10162","Nurul Aini #162","+60140000163","SkyResidence Subang",9494,4078,49.4,"Tier 2: Qualified Bank Loan",175574
"LEAD-10165","Santhi Razif #165","+60170000166","Damansara Heights Residence",9605,4135,49.5,"Tier 2: Qualified Bank Loan",175762
"LEAD-10168","Sarah Lee #168","+60120000169","SkyResidence Subang",9716,4192,49.6,"Tier 2: Qualified Bank Loan",175950
"LEAD-10171","Siti Zulkifli #171","+60150000172","Damansara Heights Residence",9827,4249,49.7,"Tier 2: Qualified Bank Loan",176139
"LEAD-10174","Syed Rosli #174","+60180000175","SkyResidence Subang",9938,4306,49.8,"Tier 2: Qualified Bank Loan",176327
"LEAD-10177","Azman Kumar #177","+60130000178","Damansara Heights Residence",10049,4363,49.9,"Tier 2: Qualified Bank Loan",176516
"LEAD-10180","Muhammad Faizal #180","+60160000181","SkyResidence Subang",10160,4420,50,"Tier 2: Qualified Bank Loan",176704
"LEAD-10183","Wong Hassan #183","+60190000184","Damansara Heights Residence",10271,4477,50.1,"Tier 2: Qualified Bank Loan",176892
"LEAD-10186","Mohd Subramaniam #186","+60140000187","SkyResidence Subang",10382,1034,11.4,"Tier 1: Pre-Approved LPPSA/Bank",877081
"LEAD-10189","Kevin Goh #189","+60170000190","Damansara Heights Residence",10493,1091,12,"Tier 1: Pre-Approved LPPSA/Bank",877269
"LEAD-10192","Razif Hariz #192","+60120000193","SkyResidence Subang",10604,1148,12.4,"Tier 1: Pre-Approved LPPSA/Bank",877458
"LEAD-10195","Chong Wei Lun #195","+60150000196","Damansara Heights Residence",10715,1205,12.9,"Tier 1: Pre-Approved LPPSA/Bank",877646
"LEAD-10198","Hafiz Ibrahim #198","+60180000199","SkyResidence Subang",10826,1262,13.4,"Tier 1: Pre-Approved LPPSA/Bank",877834
"LEAD-10201","Ahmad Chen #201","+60130000202","Damansara Heights Residence",10937,1319,13.9,"Tier 1: Pre-Approved LPPSA/Bank",878023
"LEAD-10204","Tan Nordin #204","+60160000205","SkyResidence Subang",11048,1376,14.3,"Tier 1: Pre-Approved LPPSA/Bank",878211
"LEAD-10207","Farhan Osman #207","+60190000208","Damansara Heights Residence",11159,1433,14.8,"Tier 1: Pre-Approved LPPSA/Bank",878400
"LEAD-10210","Jason Aini #210","+60140000211","SkyResidence Subang",11270,1490,15.2,"Tier 1: Pre-Approved LPPSA/Bank",878588
"LEAD-10213","Amir Razif #213","+60170000214","Damansara Heights Residence",11381,1547,15.6,"Tier 1: Pre-Approved LPPSA/Bank",878776
"LEAD-10216","Devi Lee #216","+60120000217","SkyResidence Subang",11492,1604,16,"Tier 1: Pre-Approved LPPSA/Bank",878965
"LEAD-10219","Grace Zulkifli #219","+60150000220","Damansara Heights Residence",11603,1661,16.5,"Tier 1: Pre-Approved LPPSA/Bank",879153
"LEAD-10222","Nurul Rosli #222","+60180000223","SkyResidence Subang",11714,1718,16.9,"Tier 1: Pre-Approved LPPSA/Bank",879342
"LEAD-10225","Santhi Kumar #225","+60130000226","Damansara Heights Residence",11825,1775,17.3,"Tier 1: Pre-Approved LPPSA/Bank",879530
"LEAD-10228","Sarah Faizal #228","+60160000229","SkyResidence Subang",11936,1832,17.6,"Tier 1: Pre-Approved LPPSA/Bank",879718
"LEAD-10231","Siti Hassan #231","+60190000232","Damansara Heights Residence",3547,1889,61.2,"Tier 3: Joint Loan Needed",0
"LEAD-10234","Syed Subramaniam #234","+60140000235","SkyResidence Subang",3658,1946,61.1,"Tier 3: Joint Loan Needed",0
"LEAD-10237","Azman Goh #237","+60170000238","Damansara Heights Residence",3769,2003,61.1,"Tier 3: Joint Loan Needed",0
"LEAD-10240","Muhammad Hariz #240","+60120000241","SkyResidence Subang",3880,2060,61,"Tier 3: Joint Loan Needed",0
"LEAD-10243","Wong Wei Lun #243","+60150000244","Damansara Heights Residence",3991,2117,61,"Tier 3: Joint Loan Needed",0
"LEAD-10246","Mohd Ibrahim #246","+60180000247","SkyResidence Subang",4102,2174,60.9,"Tier 3: Joint Loan Needed",0
"LEAD-10249","Kevin Chen #249","+60130000250","Damansara Heights Residence",4213,2231,60.9,"Tier 3: Joint Loan Needed",0
"LEAD-10252","Razif Nordin #252","+60160000253","SkyResidence Subang",4324,2288,60.8,"Tier 3: Joint Loan Needed",0
"LEAD-10255","Chong Osman #255","+60190000256","Damansara Heights Residence",4435,2345,60.8,"Tier 3: Joint Loan Needed",0
"LEAD-10258","Hafiz Aini #258","+60140000259","SkyResidence Subang",4546,2402,60.7,"Tier 3: Joint Loan Needed",0
"LEAD-10261","Ahmad Razif #261","+60170000262","Damansara Heights Residence",4657,2459,60.7,"Tier 3: Joint Loan Needed",0
"LEAD-10264","Tan Lee #264","+60120000265","SkyResidence Subang",4768,2516,60.7,"Tier 3: Joint Loan Needed",0
"LEAD-10267","Farhan Zulkifli #267","+60150000268","Damansara Heights Residence",4879,2573,60.6,"Tier 3: Joint Loan Needed",0
"LEAD-10270","Jason Rosli #270","+60180000271","SkyResidence Subang",4990,2630,60.6,"Tier 3: Joint Loan Needed",0
"LEAD-10273","Amir Kumar #273","+60130000274","Damansara Heights Residence",5101,2687,60.5,"Tier 3: Joint Loan Needed",0
"LEAD-10276","Devi Faizal #276","+60160000277","SkyResidence Subang",5212,2744,60.5,"Tier 3: Joint Loan Needed",0
"LEAD-10279","Grace Hassan #279","+60190000280","Damansara Heights Residence",5323,2801,60.5,"Tier 3: Joint Loan Needed",0
"LEAD-10282","Nurul Subramaniam #282","+60140000283","SkyResidence Subang",5434,2858,60.5,"Tier 3: Joint Loan Needed",0
"LEAD-10285","Santhi Goh #285","+60170000286","Damansara Heights Residence",5545,2915,60.4,"Tier 3: Joint Loan Needed",0
"LEAD-10288","Sarah Hariz #288","+60120000289","SkyResidence Subang",5656,2972,60.4,"Tier 3: Joint Loan Needed",0
"LEAD-10291","Siti Wei Lun #291","+60150000292","Damansara Heights Residence",5767,3029,60.4,"Tier 3: Joint Loan Needed",0
"LEAD-10294","Syed Ibrahim #294","+60180000295","SkyResidence Subang",5878,3086,60.3,"Tier 3: Joint Loan Needed",0
"LEAD-10297","Azman Chen #297","+60130000298","Damansara Heights Residence",5989,3143,60.3,"Tier 3: Joint Loan Needed",0
"LEAD-10300","Muhammad Nordin #300","+60160000301","SkyResidence Subang",6100,3200,60.3,"Tier 3: Joint Loan Needed",0
"LEAD-10303","Wong Osman #303","+60190000304","Damansara Heights Residence",6211,3257,60.3,"Tier 3: Joint Loan Needed",0
"LEAD-10306","Mohd Aini #306","+60140000307","SkyResidence Subang",6322,3314,60.3,"Tier 3: Joint Loan Needed",0
"LEAD-10309","Kevin Razif #309","+60170000310","Damansara Heights Residence",6433,3371,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10312","Razif Lee #312","+60120000313","SkyResidence Subang",6544,3428,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10315","Chong Zulkifli #315","+60150000316","Damansara Heights Residence",6655,3485,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10318","Hafiz Rosli #318","+60180000319","SkyResidence Subang",6766,3542,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10321","Ahmad Kumar #321","+60130000322","Damansara Heights Residence",6877,3599,60.2,"Tier 3: Joint Loan Needed",0
"LEAD-10324","Tan Faizal #324","+60160000325","SkyResidence Subang",6988,3656,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10327","Farhan Hassan #327","+60190000328","Damansara Heights Residence",7099,3713,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10330","Jason Subramaniam #330","+60140000331","SkyResidence Subang",7210,3770,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10333","Amir Goh #333","+60170000334","Damansara Heights Residence",7321,3827,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10336","Devi Hariz #336","+60120000337","SkyResidence Subang",7432,3884,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10339","Grace Wei Lun #339","+60150000340","Damansara Heights Residence",7543,3941,60.1,"Tier 3: Joint Loan Needed",0
"LEAD-10342","Nurul Ibrahim #342","+60180000343","SkyResidence Subang",7654,3998,60,"Tier 3: Joint Loan Needed",0
"LEAD-10345","Santhi Chen #345","+60130000346","Damansara Heights Residence",7765,4055,60,"Tier 3: Joint Loan Needed",0
"LEAD-10348","Sarah Nordin #348","+60160000349","SkyResidence Subang",7876,4112,60,"Tier 3: Joint Loan Needed",0
"LEAD-10351","Siti Osman #351","+60190000352","Damansara Heights Residence",7987,4169,60,"Tier 2: Qualified Bank Loan",43
"LEAD-10354","Syed Aini #354","+60140000355","SkyResidence Subang",8098,4226,60,"Tier 2: Qualified Bank Loan",231
"LEAD-10357","Azman Razif #357","+60170000358","Damansara Heights Residence",8209,4283,60,"Tier 2: Qualified Bank Loan",420
"LEAD-10360","Muhammad Lee #360","+60120000361","SkyResidence Subang",8320,4340,60,"Tier 2: Qualified Bank Loan",608
"LEAD-10363","Wong Zulkifli #363","+60150000364","Damansara Heights Residence",8431,4397,59.9,"Tier 2: Qualified Bank Loan",796
"LEAD-10366","Mohd Rosli #366","+60180000367","SkyResidence Subang",8542,4454,59.9,"Tier 2: Qualified Bank Loan",985
"LEAD-10369","Kevin Kumar #369","+60130000370","Damansara Heights Residence",8653,1011,13.4,"Tier 1: Pre-Approved LPPSA/Bank",701173
"LEAD-10372","Razif Faizal #372","+60160000373","SkyResidence Subang",8764,1068,14,"Tier 1: Pre-Approved LPPSA/Bank",701362
"LEAD-10375","Chong Hassan #375","+60190000376","Damansara Heights Residence",8875,1125,14.6,"Tier 1: Pre-Approved LPPSA/Bank",701550
"LEAD-10378","Hafiz Subramaniam #378","+60140000379","SkyResidence Subang",8986,1182,15.1,"Tier 1: Pre-Approved LPPSA/Bank",701738
"LEAD-10381","Ahmad Goh #381","+60170000382","Damansara Heights Residence",9097,1239,15.7,"Tier 1: Pre-Approved LPPSA/Bank",701927
"LEAD-10384","Tan Hariz #384","+60120000385","SkyResidence Subang",9208,1296,16.2,"Tier 1: Pre-Approved LPPSA/Bank",702115
"LEAD-10387","Farhan Wei Lun #387","+60150000388","Damansara Heights Residence",9319,1353,16.7,"Tier 1: Pre-Approved LPPSA/Bank",702304
"LEAD-10390","Jason Ibrahim #390","+60180000391","SkyResidence Subang",9430,1410,17.2,"Tier 1: Pre-Approved LPPSA/Bank",702492
"LEAD-10393","Amir Chen #393","+60130000394","Damansara Heights Residence",9541,1467,17.7,"Tier 1: Pre-Approved LPPSA/Bank",702680
"LEAD-10396","Devi Nordin #396","+60160000397","SkyResidence Subang",9652,1524,18.1,"Tier 1: Pre-Approved LPPSA/Bank",702869
"LEAD-10399","Grace Osman #399","+60190000400","Damansara Heights Residence",9763,1581,18.6,"Tier 1: Pre-Approved LPPSA/Bank",703057
"LEAD-10402","Nurul Aini #402","+60140000403","SkyResidence Subang",9874,1638,19.1,"Tier 1: Pre-Approved LPPSA/Bank",703246
"LEAD-10405","Santhi Razif #405","+60170000406","Damansara Heights Residence",9985,1695,19.5,"Tier 1: Pre-Approved LPPSA/Bank",703434
"LEAD-10408","Sarah Lee #408","+60120000409","SkyResidence Subang",10096,1752,19.9,"Tier 1: Pre-Approved LPPSA/Bank",703622
"LEAD-10411","Siti Zulkifli #411","+60150000412","Damansara Heights Residence",10207,1809,20.4,"Tier 1: Pre-Approved LPPSA/Bank",703811
"LEAD-10414","Syed Rosli #414","+60180000415","SkyResidence Subang",10318,1866,20.8,"Tier 1: Pre-Approved LPPSA/Bank",703999
"LEAD-10417","Azman Kumar #417","+60130000418","Damansara Heights Residence",10429,1923,21.2,"Tier 1: Pre-Approved LPPSA/Bank",704188
"LEAD-10420","Muhammad Faizal #420","+60160000421","SkyResidence Subang",10540,1980,21.6,"Tier 1: Pre-Approved LPPSA/Bank",704376
"LEAD-10423","Wong Hassan #423","+60190000424","Damansara Heights Residence",10651,2037,22,"Tier 1: Pre-Approved LPPSA/Bank",704564
"LEAD-10426","Mohd Subramaniam #426","+60140000427","SkyResidence Subang",10762,2094,22.4,"Tier 1: Pre-Approved LPPSA/Bank",704753
"LEAD-10429","Kevin Goh #429","+60170000430","Damansara Heights Residence",10873,2151,22.7,"Tier 1: Pre-Approved LPPSA/Bank",704941
"LEAD-10432","Razif Hariz #432","+60120000433","SkyResidence Subang",10984,2208,23.1,"Tier 1: Pre-Approved LPPSA/Bank",705130
"LEAD-10435","Chong Wei Lun #435","+60150000436","Damansara Heights Residence",11095,2265,23.5,"Tier 1: Pre-Approved LPPSA/Bank",705318
"LEAD-10438","Hafiz Ibrahim #438","+60180000439","SkyResidence Subang",11206,2322,23.8,"Tier 1: Pre-Approved LPPSA/Bank",705506
"LEAD-10441","Ahmad Chen #441","+60130000442","Damansara Heights Residence",11317,2379,24.2,"Tier 1: Pre-Approved LPPSA/Bank",705695
"LEAD-10444","Tan Nordin #444","+60160000445","SkyResidence Subang",11428,2436,24.5,"Tier 1: Pre-Approved LPPSA/Bank",705883
"LEAD-10447","Farhan Osman #447","+60190000448","Damansara Heights Residence",11539,2493,24.8,"Tier 1: Pre-Approved LPPSA/Bank",706072
"LEAD-10450","Jason Aini #450","+60140000451","SkyResidence Subang",11650,2550,25.2,"Tier 1: Pre-Approved LPPSA/Bank",706260
"LEAD-10453","Amir Razif #453","+60170000454","Damansara Heights Residence",11761,2607,25.5,"Tier 1: Pre-Approved LPPSA/Bank",706448
"LEAD-10456","Devi Lee #456","+60120000457","SkyResidence Subang",11872,2664,25.8,"Tier 1: Pre-Approved LPPSA/Bank",706637
"LEAD-10459","Grace Zulkifli #459","+60150000460","Damansara Heights Residence",11983,2721,26.1,"Tier 1: Pre-Approved LPPSA/Bank",706825
"LEAD-10462","Nurul Rosli #462","+60180000463","SkyResidence Subang",3594,2778,88.8,"Tier 4: High Risk DSR",0
"LEAD-10465","Santhi Kumar #465","+60130000466","Damansara Heights Residence",3705,2835,88,"Tier 4: High Risk DSR",0
"LEAD-10468","Sarah Faizal #468","+60160000469","SkyResidence Subang",3816,2892,87.1,"Tier 4: High Risk DSR",0
"LEAD-10471","Siti Hassan #471","+60190000472","Damansara Heights Residence",3927,2949,86.3,"Tier 4: High Risk DSR",0
"LEAD-10474","Syed Subramaniam #474","+60140000475","SkyResidence Subang",4038,3006,85.6,"Tier 4: High Risk DSR",0
"LEAD-10477","Azman Goh #477","+60170000478","Damansara Heights Residence",4149,3063,84.9,"Tier 4: High Risk DSR",0
"LEAD-10480","Muhammad Hariz #480","+60120000481","SkyResidence Subang",4260,3120,84.2,"Tier 4: High Risk DSR",0
"LEAD-10483","Wong Wei Lun #483","+60150000484","Damansara Heights Residence",4371,3177,83.5,"Tier 4: High Risk DSR",0
"LEAD-10486","Mohd Ibrahim #486","+60180000487","SkyResidence Subang",4482,3234,82.9,"Tier 4: High Risk DSR",0
"LEAD-10489","Kevin Chen #489","+60130000490","Damansara Heights Residence",4593,3291,82.4,"Tier 4: High Risk DSR",0
"LEAD-10492","Razif Nordin #492","+60160000493","SkyResidence Subang",4704,3348,81.8,"Tier 4: High Risk DSR",0
"LEAD-10495","Chong Osman #495","+60190000496","Damansara Heights Residence",4815,3405,81.3,"Tier 4: High Risk DSR",0
"LEAD-10498","Hafiz Aini #498","+60140000499","SkyResidence Subang",4926,3462,80.8,"Tier 4: High Risk DSR",0
"LEAD-10501","Ahmad Razif #501","+60170000502","Damansara Heights Residence",5037,3519,80.3,"Tier 4: High Risk DSR",0
"LEAD-10504","Tan Lee #504","+60120000505","SkyResidence Subang",5148,3576,79.8,"Tier 4: High Risk DSR",0
"LEAD-10507","Farhan Zulkifli #507","+60150000508","Damansara Heights Residence",5259,3633,79.4,"Tier 4: High Risk DSR",0
"LEAD-10510","Jason Rosli #510","+60180000511","SkyResidence Subang",5370,3690,79,"Tier 4: High Risk DSR",0
"LEAD-10513","Amir Kumar #513","+60130000514","Damansara Heights Residence",5481,3747,78.6,"Tier 4: High Risk DSR",0
"LEAD-10516","Devi Faizal #516","+60160000517","SkyResidence Subang",5592,3804,78.2,"Tier 4: High Risk DSR",0
"LEAD-10519","Grace Hassan #519","+60190000520","Damansara Heights Residence",5703,3861,77.8,"Tier 4: High Risk DSR",0
"LEAD-10522","Nurul Subramaniam #522","+60140000523","SkyResidence Subang",5814,3918,77.5,"Tier 4: High Risk DSR",0
"LEAD-10525","Santhi Goh #525","+60170000526","Damansara Heights Residence",5925,3975,77.1,"Tier 4: High Risk DSR",0
"LEAD-10528","Sarah Hariz #528","+60120000529","SkyResidence Subang",6036,4032,76.8,"Tier 4: High Risk DSR",0
"LEAD-10531","Siti Wei Lun #531","+60150000532","Damansara Heights Residence",6147,4089,76.5,"Tier 4: High Risk DSR",0
"LEAD-10534","Syed Ibrahim #534","+60180000535","SkyResidence Subang",6258,4146,76.2,"Tier 4: High Risk DSR",0
"LEAD-10537","Azman Chen #537","+60130000538","Damansara Heights Residence",6369,4203,75.9,"Tier 4: High Risk DSR",0
"LEAD-10540","Muhammad Nordin #540","+60160000541","SkyResidence Subang",6480,4260,75.6,"Tier 4: High Risk DSR",0
"LEAD-10543","Wong Osman #543","+60190000544","Damansara Heights Residence",6591,4317,75.3,"Tier 4: High Risk DSR",0
"LEAD-10546","Mohd Aini #546","+60140000547","SkyResidence Subang",6702,4374,75,"Tier 4: High Risk DSR",0
"LEAD-10549","Kevin Razif #549","+60170000550","Damansara Heights Residence",6813,4431,74.8,"Tier 3: Joint Loan Needed",0
"LEAD-10552","Razif Lee #552","+60120000553","SkyResidence Subang",6924,4488,74.5,"Tier 3: Joint Loan Needed",0
"LEAD-10555","Chong Zulkifli #555","+60150000556","Damansara Heights Residence",7035,1045,17.1,"Tier 1: Pre-Approved LPPSA/Bank",525454
"LEAD-10558","Hafiz Rosli #558","+60180000559","SkyResidence Subang",7146,1102,17.7,"Tier 1: Pre-Approved LPPSA/Bank",525642
"LEAD-10561","Ahmad Kumar #561","+60130000562","Damansara Heights Residence",7257,1159,18.4,"Tier 1: Pre-Approved LPPSA/Bank",525831
"LEAD-10564","Tan Faizal #564","+60160000565","SkyResidence Subang",7368,1216,19,"Tier 1: Pre-Approved LPPSA/Bank",526019
"LEAD-10567","Farhan Hassan #567","+60190000568","Damansara Heights Residence",7479,1273,19.6,"Tier 1: Pre-Approved LPPSA/Bank",526208
"LEAD-10570","Jason Subramaniam #570","+60140000571","SkyResidence Subang",7590,1330,20.1,"Tier 1: Pre-Approved LPPSA/Bank",526396
"LEAD-10573","Amir Goh #573","+60170000574","Damansara Heights Residence",7701,1387,20.7,"Tier 1: Pre-Approved LPPSA/Bank",526584
"LEAD-10576","Devi Hariz #576","+60120000577","SkyResidence Subang",7812,1444,21.2,"Tier 1: Pre-Approved LPPSA/Bank",526773
"LEAD-10579","Grace Wei Lun #579","+60150000580","Damansara Heights Residence",7923,1501,21.8,"Tier 1: Pre-Approved LPPSA/Bank",526961
"LEAD-10582","Nurul Ibrahim #582","+60180000583","SkyResidence Subang",8034,1558,22.3,"Tier 1: Pre-Approved LPPSA/Bank",527150
"LEAD-10585","Santhi Chen #585","+60130000586","Damansara Heights Residence",8145,1615,22.8,"Tier 1: Pre-Approved LPPSA/Bank",527338
"LEAD-10588","Sarah Nordin #588","+60160000589","SkyResidence Subang",8256,1672,23.3,"Tier 1: Pre-Approved LPPSA/Bank",527526
"LEAD-10591","Siti Osman #591","+60190000592","Damansara Heights Residence",8367,1729,23.8,"Tier 1: Pre-Approved LPPSA/Bank",527715
"LEAD-10594","Syed Aini #594","+60140000595","SkyResidence Subang",8478,1786,24.2,"Tier 1: Pre-Approved LPPSA/Bank",527903
"LEAD-10597","Azman Razif #597","+60170000598","Damansara Heights Residence",8589,1843,24.7,"Tier 1: Pre-Approved LPPSA/Bank",528092
"LEAD-10600","Muhammad Lee #600","+60120000601","SkyResidence Subang",8700,1900,25.1,"Tier 1: Pre-Approved LPPSA/Bank",528280
"LEAD-10603","Wong Zulkifli #603","+60150000604","Damansara Heights Residence",8811,1957,25.5,"Tier 1: Pre-Approved LPPSA/Bank",528468
"LEAD-10606","Mohd Rosli #606","+60180000607","SkyResidence Subang",8922,2014,25.9,"Tier 1: Pre-Approved LPPSA/Bank",528657
"LEAD-10609","Kevin Kumar #609","+60130000610","Damansara Heights Residence",9033,2071,26.4,"Tier 1: Pre-Approved LPPSA/Bank",528845
"LEAD-10612","Razif Faizal #612","+60160000613","SkyResidence Subang",9144,2128,26.7,"Tier 1: Pre-Approved LPPSA/Bank",529034
"LEAD-10615","Chong Hassan #615","+60190000616","Damansara Heights Residence",9255,2185,27.1,"Tier 1: Pre-Approved LPPSA/Bank",529222
